Statement Period;Statement Number;Transaction Date;Fee Name;Amount(Include Tax);VAT Amount;Release Status;Release Date;Comment;Order Creation Date;Order Number;Order Line ID;Seller SKU;Lazada SKU;WHT Amount;WHT included in Amount;Order Status;Product Name;Short Code
18 Jul 2026 - 18 Jul 2026;MY1130E-2026-0718;18 Jul 2026;Commission;-2.64;0.1952;Released to My Balance;19 Jul 2026;;11 Jul 2026;509822311356434;509822311556434;ZFRI-SP-GOR-i15ProMax-CLR;3832505813_MY-26277806865;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
18 Jul 2026 - 18 Jul 2026;MY1130E-2026-0718;18 Jul 2026;Payment Fee;-0.66;0.0488;Released to My Balance;19 Jul 2026;;11 Jul 2026;509822311356434;509822311556434;ZFRI-SP-GOR-i15ProMax-CLR;3832505813_MY-26277806865;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
18 Jul 2026 - 18 Jul 2026;MY1130E-2026-0718;18 Jul 2026;Item Price Credit;14.8;0;Released to My Balance;19 Jul 2026;;11 Jul 2026;509822311356434;509822311556434;ZFRI-SP-GOR-i15ProMax-CLR;3832505813_MY-26277806865;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
18 Jul 2026 - 18 Jul 2026;MY1130E-2026-0718;18 Jul 2026;Commission;-3.15;0.2336;Released to My Balance;19 Jul 2026;;11 Jul 2026;509822311356434;509822311456434;ZFRI-SP-GOR-i15ProMax-PVC;3832505813_MY-26277806889;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
18 Jul 2026 - 18 Jul 2026;MY1130E-2026-0718;18 Jul 2026;Payment Fee;-0.77;0.0568;Released to My Balance;19 Jul 2026;;11 Jul 2026;509822311356434;509822311456434;ZFRI-SP-GOR-i15ProMax-PVC;3832505813_MY-26277806889;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
18 Jul 2026 - 18 Jul 2026;MY1130E-2026-0718;18 Jul 2026;Item Price Credit;17.7;0;Released to My Balance;19 Jul 2026;;11 Jul 2026;509822311356434;509822311456434;ZFRI-SP-GOR-i15ProMax-PVC;3832505813_MY-26277806889;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
18 Jul 2026 - 18 Jul 2026;MY1130E-2026-0718;18 Jul 2026;Commission;-6.75;0.5;Released to My Balance;19 Jul 2026;;12 Jul 2026;506637887448201;506637887548201;FRES-PC-SL-i13/14-PRP;4711387542_MY-26409995152;0;NO;Confirmed;FRESCOONE SL Series Liquid Silicone Phone Case for iPhone 15 14 13 Pro Max Pro 14 13 Shockproof Cover Casing;MY1130E
18 Jul 2026 - 18 Jul 2026;MY1130E-2026-0718;18 Jul 2026;Payment Fee;-1.63;0.1208;Released to My Balance;19 Jul 2026;;12 Jul 2026;506637887448201;506637887548201;FRES-PC-SL-i13/14-PRP;4711387542_MY-26409995152;0;NO;Confirmed;FRESCOONE SL Series Liquid Silicone Phone Case for iPhone 15 14 13 Pro Max Pro 14 13 Shockproof Cover Casing;MY1130E
18 Jul 2026 - 18 Jul 2026;MY1130E-2026-0718;18 Jul 2026;Item Price Credit;37.9;0;Released to My Balance;19 Jul 2026;;12 Jul 2026;506637887448201;506637887548201;FRES-PC-SL-i13/14-PRP;4711387542_MY-26409995152;0;NO;Confirmed;FRESCOONE SL Series Liquid Silicone Phone Case for iPhone 15 14 13 Pro Max Pro 14 13 Shockproof Cover Casing;MY1130E
17 Jul 2026 - 17 Jul 2026;MY1130E-2026-0717;17 Jul 2026;Commission;-3.54;0.2624;Released to My Balance;18 Jul 2026;;10 Jul 2026;506564015484476;506564015584476;DUX-PC-FLIP-S25Plus-BLU;468606483_MY-24883027555;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung S26 S25 S25 S23 S22 Ultra Plus FE S21 FE S20 Note 20 Ultra Cover Casing;MY1130E
17 Jul 2026 - 17 Jul 2026;MY1130E-2026-0717;17 Jul 2026;Payment Fee;-0.95;0.0704;Released to My Balance;18 Jul 2026;;10 Jul 2026;506564015484476;506564015584476;DUX-PC-FLIP-S25Plus-BLU;468606483_MY-24883027555;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung S26 S25 S25 S23 S22 Ultra Plus FE S21 FE S20 Note 20 Ultra Cover Casing;MY1130E
17 Jul 2026 - 17 Jul 2026;MY1130E-2026-0717;17 Jul 2026;Item Price Credit;19.9;0;Released to My Balance;18 Jul 2026;;10 Jul 2026;506564015484476;506564015584476;DUX-PC-FLIP-S25Plus-BLU;468606483_MY-24883027555;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung S26 S25 S25 S23 S22 Ultra Plus FE S21 FE S20 Note 20 Ultra Cover Casing;MY1130E
15 Jul 2026 - 15 Jul 2026;MY1130E-2026-0715;15 Jul 2026;Commission;-4.22;0.3128;Released to My Balance;16 Jul 2026;;12 Jul 2026;506629806072914;506629806272914;DUX-PC-FLIP-S25Ultra-BLU;468606483_MY-24883027551;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung S26 S25 S25 S23 S22 Ultra Plus FE S21 FE S20 Note 20 Ultra Cover Casing;MY1130E
15 Jul 2026 - 15 Jul 2026;MY1130E-2026-0715;15 Jul 2026;Payment Fee;-0.9;0.0664;Released to My Balance;16 Jul 2026;;12 Jul 2026;506629806072914;506629806272914;DUX-PC-FLIP-S25Ultra-BLU;468606483_MY-24883027551;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung S26 S25 S25 S23 S22 Ultra Plus FE S21 FE S20 Note 20 Ultra Cover Casing;MY1130E
15 Jul 2026 - 15 Jul 2026;MY1130E-2026-0715;15 Jul 2026;Item Price Credit;23.7;0;Released to My Balance;16 Jul 2026;;12 Jul 2026;506629806072914;506629806272914;DUX-PC-FLIP-S25Ultra-BLU;468606483_MY-24883027551;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung S26 S25 S25 S23 S22 Ultra Plus FE S21 FE S20 Note 20 Ultra Cover Casing;MY1130E
15 Jul 2026 - 15 Jul 2026;MY1130E-2026-0715;15 Jul 2026;Commission;-4.22;0.3128;Released to My Balance;16 Jul 2026;;12 Jul 2026;506629806072914;506629806172914;DUX-PC-FLIP-S25Ultra-BLU;468606483_MY-24883027551;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung S26 S25 S25 S23 S22 Ultra Plus FE S21 FE S20 Note 20 Ultra Cover Casing;MY1130E
15 Jul 2026 - 15 Jul 2026;MY1130E-2026-0715;15 Jul 2026;Payment Fee;-0.9;0.0664;Released to My Balance;16 Jul 2026;;12 Jul 2026;506629806072914;506629806172914;DUX-PC-FLIP-S25Ultra-BLU;468606483_MY-24883027551;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung S26 S25 S25 S23 S22 Ultra Plus FE S21 FE S20 Note 20 Ultra Cover Casing;MY1130E
15 Jul 2026 - 15 Jul 2026;MY1130E-2026-0715;15 Jul 2026;Item Price Credit;23.7;0;Released to My Balance;16 Jul 2026;;12 Jul 2026;506629806072914;506629806172914;DUX-PC-FLIP-S25Ultra-BLU;468606483_MY-24883027551;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung S26 S25 S25 S23 S22 Ultra Plus FE S21 FE S20 Note 20 Ultra Cover Casing;MY1130E
15 Jul 2026 - 15 Jul 2026;MY1130E-2026-0715;15 Jul 2026;Commission;-6.75;0.5;Released to My Balance;16 Jul 2026;;09 Jul 2026;506517700091445;509754500191445;FRES-PC-SL-iP17ProMax-CYA;4717713102_MY-26464110417;0;NO;Confirmed;FRESCOONE SL Series Liquid Silicone Phone Case for iPhone 17 Pro Max 17 Pro 17 16 Plus iPhone Air Cover Casing;MY1130E
15 Jul 2026 - 15 Jul 2026;MY1130E-2026-0715;15 Jul 2026;Payment Fee;-1.53;0.1136;Released to My Balance;16 Jul 2026;;09 Jul 2026;506517700091445;509754500191445;FRES-PC-SL-iP17ProMax-CYA;4717713102_MY-26464110417;0;NO;Confirmed;FRESCOONE SL Series Liquid Silicone Phone Case for iPhone 17 Pro Max 17 Pro 17 16 Plus iPhone Air Cover Casing;MY1130E
15 Jul 2026 - 15 Jul 2026;MY1130E-2026-0715;15 Jul 2026;Item Price Credit;37.9;0;Released to My Balance;16 Jul 2026;;09 Jul 2026;506517700091445;509754500191445;FRES-PC-SL-iP17ProMax-CYA;4717713102_MY-26464110417;0;NO;Confirmed;FRESCOONE SL Series Liquid Silicone Phone Case for iPhone 17 Pro Max 17 Pro 17 16 Plus iPhone Air Cover Casing;MY1130E
14 Jul 2026 - 14 Jul 2026;MY1130E-2026-0714;14 Jul 2026;Commission;-3.69;0.2736;Released to My Balance;15 Jul 2026;;08 Jul 2026;509680996580955;509680996680955;ZFRI-SP-GOR-i14ProMax-MAT;3832505813_MY-26277806917;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
14 Jul 2026 - 14 Jul 2026;MY1130E-2026-0714;14 Jul 2026;Payment Fee;-0.98;0.0728;Released to My Balance;15 Jul 2026;;08 Jul 2026;509680996580955;509680996680955;ZFRI-SP-GOR-i14ProMax-MAT;3832505813_MY-26277806917;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
14 Jul 2026 - 14 Jul 2026;MY1130E-2026-0714;14 Jul 2026;Item Price Credit;20.7;0;Released to My Balance;15 Jul 2026;;08 Jul 2026;509680996580955;509680996680955;ZFRI-SP-GOR-i14ProMax-MAT;3832505813_MY-26277806917;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
14 Jul 2026 - 14 Jul 2026;MY1130E-2026-0714;14 Jul 2026;Sponsored Affiliates;-1.59;0.1176;Released to My Balance;15 Jul 2026;Delivered;08 Jul 2026;506439025007278;506439025107278;GKK-PC-TIFF-ZFlip4-GRN;3185390737_MY-16141422701;0;NO;Confirmed;GKK TIFF Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 4 3 Shockproof With Screen Protector Full Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Commission;-7.61;0.564;Released to My Balance;14 Jul 2026;;08 Jul 2026;509610961988177;509610962088177;FRES-PC-SL(MS)-iP17ProMax-WHT;4732287365_MY-26589721417;0;NO;Confirmed;FRESCOONE SL (MAGNET) Series Liquid Silicone Phone Case for iPhone 17 Pro Max 17 Pro 17 16 Plus iPhone Air Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Payment Fee;-1.81;0.1344;Released to My Balance;14 Jul 2026;;08 Jul 2026;509610961988177;509610962088177;FRES-PC-SL(MS)-iP17ProMax-WHT;4732287365_MY-26589721417;0;NO;Confirmed;FRESCOONE SL (MAGNET) Series Liquid Silicone Phone Case for iPhone 17 Pro Max 17 Pro 17 16 Plus iPhone Air Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Item Price Credit;42.7;0;Released to My Balance;14 Jul 2026;;08 Jul 2026;509610961988177;509610962088177;FRES-PC-SL(MS)-iP17ProMax-WHT;4732287365_MY-26589721417;0;NO;Confirmed;FRESCOONE SL (MAGNET) Series Liquid Silicone Phone Case for iPhone 17 Pro Max 17 Pro 17 16 Plus iPhone Air Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Commission;-6.54;0.4848;Released to My Balance;14 Jul 2026;;09 Jul 2026;509712798769856;509712798869856;KDZ-PC-STAN-ZFlip5-BLK;4193493080_MY-23762231369;0;NO;Confirmed;Magnetic RING STAND Flip Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Rotating Bracket Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Payment Fee;-1.77;0.1312;Released to My Balance;14 Jul 2026;;09 Jul 2026;509712798769856;509712798869856;KDZ-PC-STAN-ZFlip5-BLK;4193493080_MY-23762231369;0;NO;Confirmed;Magnetic RING STAND Flip Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Rotating Bracket Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Item Price Credit;36.7;0;Released to My Balance;14 Jul 2026;;09 Jul 2026;509712798769856;509712798869856;KDZ-PC-STAN-ZFlip5-BLK;4193493080_MY-23762231369;0;NO;Confirmed;Magnetic RING STAND Flip Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Rotating Bracket Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Commission;-2.28;0.1688;Released to My Balance;14 Jul 2026;;10 Jul 2026;506566262319042;506566262519042;LEEU-MAC-CANDY-360/REC-BLU;4618949492_MY-26006528294;0;NO;Confirmed;LEEU CANDY Series 360° Rotatable Waterdrop Buckle Steel Triangle Replacement Patch Clip Phone Keychain Lanyard Holder;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Payment Fee;-0.49;0.036;Released to My Balance;14 Jul 2026;;10 Jul 2026;506566262319042;506566262519042;LEEU-MAC-CANDY-360/REC-BLU;4618949492_MY-26006528294;0;NO;Confirmed;LEEU CANDY Series 360° Rotatable Waterdrop Buckle Steel Triangle Replacement Patch Clip Phone Keychain Lanyard Holder;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Item Price Credit;12.8;0;Released to My Balance;14 Jul 2026;;10 Jul 2026;506566262319042;506566262519042;LEEU-MAC-CANDY-360/REC-BLU;4618949492_MY-26006528294;0;NO;Confirmed;LEEU CANDY Series 360° Rotatable Waterdrop Buckle Steel Triangle Replacement Patch Clip Phone Keychain Lanyard Holder;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Commission;-2.28;0.1688;Released to My Balance;14 Jul 2026;;10 Jul 2026;506566262319042;506566262419042;LEEU-MAC-CANDY-360/TRI-BLK;4618949492_MY-26006528296;0;NO;Confirmed;LEEU CANDY Series 360° Rotatable Waterdrop Buckle Steel Triangle Replacement Patch Clip Phone Keychain Lanyard Holder;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Payment Fee;-0.49;0.036;Released to My Balance;14 Jul 2026;;10 Jul 2026;506566262319042;506566262419042;LEEU-MAC-CANDY-360/TRI-BLK;4618949492_MY-26006528296;0;NO;Confirmed;LEEU CANDY Series 360° Rotatable Waterdrop Buckle Steel Triangle Replacement Patch Clip Phone Keychain Lanyard Holder;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Item Price Credit;12.8;0;Released to My Balance;14 Jul 2026;;10 Jul 2026;506566262319042;506566262419042;LEEU-MAC-CANDY-360/TRI-BLK;4618949492_MY-26006528296;0;NO;Confirmed;LEEU CANDY Series 360° Rotatable Waterdrop Buckle Steel Triangle Replacement Patch Clip Phone Keychain Lanyard Holder;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Commission;-4.38;0.3248;Released to My Balance;14 Jul 2026;;08 Jul 2026;506439025007278;506439025107278;GKK-PC-TIFF-ZFlip4-GRN;3185390737_MY-16141422701;0;NO;Confirmed;GKK TIFF Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 4 3 Shockproof With Screen Protector Full Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Payment Fee;-1;0.0744;Released to My Balance;14 Jul 2026;;08 Jul 2026;506439025007278;506439025107278;GKK-PC-TIFF-ZFlip4-GRN;3185390737_MY-16141422701;0;NO;Confirmed;GKK TIFF Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 4 3 Shockproof With Screen Protector Full Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Item Price Credit;24.6;0;Released to My Balance;14 Jul 2026;;08 Jul 2026;506439025007278;506439025107278;GKK-PC-TIFF-ZFlip4-GRN;3185390737_MY-16141422701;0;NO;Confirmed;GKK TIFF Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 4 3 Shockproof With Screen Protector Full Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Sponsored Affiliates;-2.76;0.2048;Released to My Balance;14 Jul 2026;Delivered;07 Jul 2026;509562930366220;509562930466220;FRES-PC-AG-iP17ProMax;4735472378_MY-26612224619;0;NO;Confirmed;FRESCOONE AG Series Frosted Matte Clear Magnetic Phone Case for iPhone 17 16 15 14 Pro Max Pro Plus Air Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Sponsored Affiliates;-3.25;0.2408;Released to My Balance;14 Jul 2026;Delivered;05 Jul 2026;509434755013305;509434755113305;PSG-IC-G1-TabS9Plus-BLK;4305363075_MY-24274009588;0;NO;Confirmed;Clear Frosted Tablet Flip Stand Case for Samsung Galaxy Tab S10 S9 S8 S7 Ultra FE Plus Protective Cover Casing;MY1130E
13 Jul 2026 - 13 Jul 2026;MY1130E-2026-0713;13 Jul 2026;Sponsored Affiliates;-2.21;0.164;Released to My Balance;14 Jul 2026;Delivered;06 Jul 2026;506295822508200;506295822608200;GKK-PC-AIR2(RING)-ZFlip7-CLR;4678488746_MY-26250148094;0;NO;Confirmed;GKK FULL AIR GUARD Ring Stand Transparent Phone Case for Samsung Galaxy Z Flip 7 Magnetic Shockproof Cover Casing;MY1130E
12 Jul 2026 - 12 Jul 2026;MY1130E-2026-0712;12 Jul 2026;Commission;-7.61;0.564;Released to My Balance;13 Jul 2026;;07 Jul 2026;509562930366220;509562930466220;FRES-PC-AG-iP17ProMax;4735472378_MY-26612224619;0;NO;Confirmed;FRESCOONE AG Series Frosted Matte Clear Magnetic Phone Case for iPhone 17 16 15 14 Pro Max Pro Plus Air Cover Casing;MY1130E
12 Jul 2026 - 12 Jul 2026;MY1130E-2026-0712;12 Jul 2026;Payment Fee;-2.33;0.1728;Released to My Balance;13 Jul 2026;;07 Jul 2026;509562930366220;509562930466220;FRES-PC-AG-iP17ProMax;4735472378_MY-26612224619;0;NO;Confirmed;FRESCOONE AG Series Frosted Matte Clear Magnetic Phone Case for iPhone 17 16 15 14 Pro Max Pro Plus Air Cover Casing;MY1130E
12 Jul 2026 - 12 Jul 2026;MY1130E-2026-0712;12 Jul 2026;Item Price Credit;42.7;0;Released to My Balance;13 Jul 2026;;07 Jul 2026;509562930366220;509562930466220;FRES-PC-AG-iP17ProMax;4735472378_MY-26612224619;0;NO;Confirmed;FRESCOONE AG Series Frosted Matte Clear Magnetic Phone Case for iPhone 17 16 15 14 Pro Max Pro Plus Air Cover Casing;MY1130E
12 Jul 2026 - 12 Jul 2026;MY1130E-2026-0712;12 Jul 2026;Commission;-8.96;0.664;Released to My Balance;13 Jul 2026;;05 Jul 2026;509434755013305;509434755113305;PSG-IC-G1-TabS9Plus-BLK;4305363075_MY-24274009588;0;NO;Confirmed;Clear Frosted Tablet Flip Stand Case for Samsung Galaxy Tab S10 S9 S8 S7 Ultra FE Plus Protective Cover Casing;MY1130E
12 Jul 2026 - 12 Jul 2026;MY1130E-2026-0712;12 Jul 2026;Payment Fee;-2.12;0.1568;Released to My Balance;13 Jul 2026;;05 Jul 2026;509434755013305;509434755113305;PSG-IC-G1-TabS9Plus-BLK;4305363075_MY-24274009588;0;NO;Confirmed;Clear Frosted Tablet Flip Stand Case for Samsung Galaxy Tab S10 S9 S8 S7 Ultra FE Plus Protective Cover Casing;MY1130E
12 Jul 2026 - 12 Jul 2026;MY1130E-2026-0712;12 Jul 2026;Item Price Credit;50.3;0;Released to My Balance;13 Jul 2026;;05 Jul 2026;509434755013305;509434755113305;PSG-IC-G1-TabS9Plus-BLK;4305363075_MY-24274009588;0;NO;Confirmed;Clear Frosted Tablet Flip Stand Case for Samsung Galaxy Tab S10 S9 S8 S7 Ultra FE Plus Protective Cover Casing;MY1130E
12 Jul 2026 - 12 Jul 2026;MY1130E-2026-0712;12 Jul 2026;Commission;-7.61;0.564;Released to My Balance;13 Jul 2026;;06 Jul 2026;509513315051905;509513315151905;FRES-PC-AG-iP17Pro;4735472378_MY-26612224620;0;NO;Confirmed;FRESCOONE AG Series Frosted Matte Clear Magnetic Phone Case for iPhone 17 16 15 14 Pro Max Pro Plus Air Cover Casing;MY1130E
12 Jul 2026 - 12 Jul 2026;MY1130E-2026-0712;12 Jul 2026;Payment Fee;-1.65;0.1224;Released to My Balance;13 Jul 2026;;06 Jul 2026;509513315051905;509513315151905;FRES-PC-AG-iP17Pro;4735472378_MY-26612224620;0;NO;Confirmed;FRESCOONE AG Series Frosted Matte Clear Magnetic Phone Case for iPhone 17 16 15 14 Pro Max Pro Plus Air Cover Casing;MY1130E
12 Jul 2026 - 12 Jul 2026;MY1130E-2026-0712;12 Jul 2026;Item Price Credit;42.7;0;Released to My Balance;13 Jul 2026;;06 Jul 2026;509513315051905;509513315151905;FRES-PC-AG-iP17Pro;4735472378_MY-26612224620;0;NO;Confirmed;FRESCOONE AG Series Frosted Matte Clear Magnetic Phone Case for iPhone 17 16 15 14 Pro Max Pro Plus Air Cover Casing;MY1130E
